CNBS,Amplify Seymour大麻主動型ETF,2019/07/23（已成立2年）,2019/7/23,1,0,美國,健康護理股,小型股混合型,0.29(月均:0.18),N/A,,0.65,6.14,76.02,,道瓊指數
HMOP,Hartford市政債券機會ETF,2017/12/13（已成立3年）,2017/12/14,3,0.027956924,美國,市政債券,,-0.07(月均:0.08),2.32,月配,0.29,0.3,12.55,Bloomberg Barclays Municipal Bond 1-15 Year Blend (1-17) Index,Bloomberg Barclays US Aggregate Bond Index
LDSF,First Trust低存續期策略焦點主動型ETF,2019/01/03（已成立2年）,2019/1/8,2,0,美國,債券型,,0.01(月均:0.01),2.59,月配,0.2,0.82,7.59,,Bloomberg Barclays US Aggregate Bond Index
USMF,WisdomTree美國多因子ETF,2017/06/29（已成立4年）,2017/6/29,3,0.01454004,美國,股票型,大型股混合型,-0.03(月均:0.00),1.26,季配,0.28,0.28,39.48,WisdomTree U.S. Multifactor Index,Wisdom Tree U.S. Multi factor Total Return Index
KFVG,KraneShares中金中國5G與半導體ETF,2020/11/24（已成立0年）,2020/11/24,0,0,大陸,資訊科技股,,0.47(月均:0.90),N/A,年配,0.78,0.79,,CICC China 5G and Semiconductor Leaders Index,CICC China 5G and Semiconductor Lead
QQXT,First Trust納斯達克100不含科技股指數ETF,2007/02/08（已成立14年）,2007/5/7,13,0.007743527,美國,股票型,,0.39(月均:0.04),0.27,季配,0.4,0.64,40.18,NASDAQ-100 Ex-Tech Sector Index,NASDAQ-100 Ex-Tech Sector Index
TIPZ,PIMCO美國整體抗通膨債券指數ETF,2009/09/03（已成立11年）,2009/9/9,11,0.018680159,美國,抗通膨債券,,-0.09(月均:0.00),1.48,月配,0.2,0.2,13.47,ICE BofAML U.S. Inflation-Linked Treasury Index,Bloomberg Barclays U.S. Treasury Inflation Protect
FBGX,FI增強大型成長股ETN,2014/06/10,2014/6/11,6,0,美國,做多型,0,-0.08(月均:0.00),0,0,0,0.85,0,0,0
QQQN,VictoryShares納斯達克Next 50 ETF,2020/09/10（已成立0年）,2020/9/10,0,0,美國,股票型,大型股混合型,-0.09(月均:0.07),N/A,,0.15,0.29,,NASDAQ Q-50 Index,NASDAQ Q-50 Index
JCPB,JPMorgan核心升級債券主動型ETF,2019/01/28（已成立2年）,2019/3/12,1,0,美國,債券型,,0.64(月均:0.55),1.78,月配,0.4,0.4,6.94,,Bloomberg Barclays US Aggregate Bond Index
UFO,Procure太空ETF,2019/04/11（已成立2年）,2019/4/11,1,0,美國,工業類股,,0.33(月均:0.32),0.90,,0.75,1.71,59.76,S-Network Space Index,道瓊指數
FDM,First Trust道瓊精選微型股指數ETF,2005/09/27（已成立15年）,2005/9/30,15,0.013665316,美國,股票型,,0.13(月均:0.03),1.42,季配,0.5,0.7,55.8,Dow Jones Select Microcap Index,Dow Jones Select Microcap Index
STOT,SPDR DoubleLine短期存續期間總報酬戰術主動型ETF,2016/04/13（已成立5年）,2016/4/14,4,0.024930634,美國,短期債券,大型股混合型,0.13(月均:0.07),1.61,月配,0.5,0.5,4.06,,Bloomberg Barclays US Aggregate Bond Index
DDWM,WisdomTree Dynamic國際股票匯率避險ETF,2016/01/07（已成立5年）,2016/2/4,5,0.031487798,全球,股票型,,-0.03(月均:0.00),3.38,季配,0.4,0.4,36.18,WisdomTree Dynamic Currency Hedged International Equity Index,道瓊全球指數
XYLD,Global X標普500掩護性買權ETF,2013/06/21（已成立8年）,2013/6/24,7,0.057059915,美國,期貨選擇權商品,大型股混合型,0.07(月均:0.13),8.22,月配,0.65,0.7,35.25,CBOE S&P 500 BuyWrite Index,CBOE S&P 500 BuyWrite Index
GREK,Global X MSCI希臘指數ETF,2011/12/07（已成立9年）,2011/12/8,9,0.012905225,希臘,股票型,,-0.25(月均:-0.44),2.75,半年配,0.55,0.57,64.95,MSCI All Greece Select 25/50 Index,Dow Jones Greece Index
EIS,iShares MSCI以色列ETF,2008/03/26（已成立13年）,2008/3/28,12,0.027830413,以色列,股票型,,0.36(月均:0.11),0.16,半年配,0.59,0.59,48.99,MSCI Israel Capped Investable Market Index,FTSE Israel Index
VSMV,VictoryShares美國多因子最低波動率ETF,2017/06/22（已成立4年）,2017/6/26,3,0.024698654,美國,股票型,大型股混合型,-0.01(月均:-0.02),1.83,月配,0.3,0.48,33,Nasdaq Victory US Multi-Factor Minimum Volatility Index,道瓊指數
XHS,SPDR健康照護服務業ETF,2011/09/28（已成立9年）,2011/9/29,9,0.005969576,美國,健康護理股,中型股混合型,0.04(月均:0.05),0.21,季配,0.35,0.35,50.79,S&P Health Care Services Select Industry Index,道瓊健康護理指數
CURE,Direxion每日三倍做多健康照護ETF,2011/06/15（已成立10年）,2011/6/15,9,0.038591129,美國,做多型,大型股混合型,-0.05(月均:-0.01),0.17,季配,0.75,1.09,98.99,Health Care Select Sector Index,道瓊健康護理指數
LGH,HCM Defender 500指數ETF,2019/10/10（已成立1年）,2019/10/10,1,0,美國,股票型,大型股混合型,-0.02(月均:0.07),0.23,年配,0.77,1.25,28.26,HCM Defender 500 Index,Dow Jones U.S. Large Cap Total Stock Market Index
DOO,WisdomTree國際不含金融股高股利ETF,2006/06/16（已成立15年）,2006/6/16,14,0.11623071,全球,股票型,大型股價值型,-0.01(月均:-0.09),3.35,季配,0.58,0.58,39.81,WisdomTree International Dividend ex-Financials Index,International Dividend Achievers Index
JXI,iShares全球公用事業ETF,2006/09/12（已成立14年）,2006/9/22,14,0.048597949,全球,公共事業股,,0.09(月均:0.15),2.73,半年配,0.46,0.46,29.93,S&P Global 1200 Utilities Sector Index,Dow Jones U.S. Utilities Index
ETHO,Etho美國氣候領導ETF,2015/11/18（已成立5年）,2015/11/19,5,0.008732813,美國,股票型,,0.13(月均:0.16),0.70,季配,0.45,0.47,44.07,Etho Climate Leadership Index,道瓊指數
DIM,WisdomTree國際高股利中型股ETF,2006/06/16（已成立15年）,2006/6/16,14,0.072728018,全球,股票型,中型股價值型,-0.18(月均:-0.12),2.42,季配,0.58,0.58,42.8,WisdomTree International MidCap Dividend index,International Dividend Achievers Index
QINT,American Century優質多元國際ETF,2018/09/10（已成立2年）,2018/9/18,2,0.007135562,全球,股票型,大型股混合型,0.08(月均:0.12),1.54,半年配,0.39,0.39,39.78,Alpha Vee American Century Diversified International Equity Index,道瓊全球指數
WBND,Western Asset總報酬主動型ETF,2018/10/03（已成立2年）,2018/10/4,2,0.006123921,美國,中期債券,,0.04(月均:0.09),3.15,月配,0.49,0.51,21.34,,Bloomberg Barclays US Aggregate Bond Index
FXB,Invesco CurrencyShares英鎊ETF,2006/06/21（已成立15年）,2006/6/26,14,0,英國,匯率型,,-0.07(月均:0.01),N/A,月配,0.4,0.4,15.54,WM/Reuters British Pound Closing Spot Rate,英鎊
RFDA,RiverFront Dynamic美國高股利優勢主動型ETF,2016/06/05（已成立5年）,2016/9/28,4,0.019210589,美國,股票型,大型股混合型,-0.03(月均:-0.01),1.48,月配,0.52,0.52,37.54,,道瓊指數
IBMN,iShares iBonds 2025年12月期市政債券ETF,2018/11/13（已成立2年）,2018/11/15,2,0.001879685,美國,市政債券,,0.11(月均:0.05),0.94,月配,0.18,0.18,7.53,S&P AMT-Free Municipal Series Dec 2025 Index,OMRX Municipal Bond Index
JSML,Janus Henderson小型股成長Alpha ETF,2016/02/23（已成立5年）,2016/2/25,5,0.005459274,美國,中小型股,,-0.08(月均:0.00),0.27,季配,0.3,0.3,47.36,Janus Small Cap Growth Alpha Index,道瓊指數
LRGE,Legg Mason ClearBridge大型成長股ESG主動型ETF,2017/05/22（已成立4年）,2017/5/31,3,0.007008134,美國,股票型,大型股成長型,0.03(月均:0.11),0.36,年配,0.59,0.59,35.72,Russell 1000 Growth Index,Russell 1000 Growth Index
WFHY,WisdomTree美國高收益公司債券ETF,2016/04/27（已成立5年）,2016/4/27,4,0.071750888,美國,高收益債,,-0.15(月均:-0.06),4.73,月配,0.48,0.48,28.26,WisdomTree U.S. High Yield Corporate Bond Index,BofA Merrill Lynch U.S. High Yield Constrained Ind
DFAE,Dimensional新興核心股票市場主動型ETF,2020/12/01（已成立0年）,2020/12/3,0,0,新興市場,股票型,,0.68(月均:0.61),N/A,,0.35,0.35,,,NASDAQ Emerging Markets Index
FDMO,Fidelity動能因子ETF,2016/09/12（已成立4年）,2016/9/15,4,0.013792987,美國,股票型,大型股成長型,-0.47(月均:0.00),0.73,季配,0.29,0.29,40.42,Fidelity U.S. Momentum Factor Index,Fidelity U.S. Momentum Factor Index
PICB,Invesco國際公司債券ETF,2010/06/03（已成立11年）,2010/6/3,10,0.028526014,全球,公司債券,,0.07(月均:0.20),1.11,月配,0.5,0.5,26.97,S&P International Corporate Bond Index,Bloomberg Barclays US Aggregate Bond Index
QMOM,Alpha Architect美國定量動能ETF,2015/12/02（已成立5年）,2015/12/2,5,0.000446744,美國,股票型,中型股成長型,-0.05(月均:0.05),0.07,,0.49,0.49,52.52,Alpha Architect Quantitative Momentum Index,道瓊指數
PWC,Invesco Dynamic市場ETF,2003/05/01（已成立18年）,2003/5/1,17,0.01230964,美國,股票型,大型股混合型,-0.61(月均:-0.05),0.96,季配,0.5,0.58,42.68,Dynamic Market Intellidex Index,Dynamic Market Intellidex Index
KORP,American Century多元公司債券主動型ETF,2018/01/11（已成立3年）,2018/1/16,3,0.030071202,美國,中期債券,,0.02(月均:0.13),3.24,月配,0.29,0.29,14.61,,Bloomberg Barclays U.S. Intermediate Government/Cr
SPDN,Direxion每日一倍放空標普500ETF,2016/06/08（已成立5年）,2016/6/10,4,0.012145751,美國,反向型,大型股混合型,0.00(月均:-0.02),0.10,季配,0.35,0.78,40.68,S&P 500 Index,S&P500 (SPY.US)
BFOR,Barron 400 ETF,2013/06/02（已成立8年）,2013/6/4,7,0.007010753,美國,股票型,,-0.06(月均:-0.02),0.89,年配,0.65,0.65,43.1,Barron_s 400,道瓊指數
ELD,WisdomTree新興市場當地債務主動型ETF,2010/08/09（已成立11年）,2010/8/9,10,0.062982363,新興市場,債券型,,-0.28(月均:0.12),4.79,月配,0.55,0.55,25.38,,J.P. Morgan EMBI Global Core Index
NERD,Roundhill BITKRAFT電競和數位娛樂ETF,2019/06/04（已成立2年）,2019/6/4,1,0,美國,非必需消費股,,0.14(月均:0.46),0.86,年配,0.5,0.5,43.94,Roundhill BITKRAFT Esports Index,道瓊指數
OVL,Overlay Shares大型股主動型ETF,2019/09/30（已成立1年）,2019/10/1,1,0,美國,股票型,,-0.02(月均:0.01),2.32,季配,0.75,0.75,40.83,,NYSE U.S. Core Large Cap Index (TR)
OUSM,O_Shares美國小型股優質股利ETF,2016/12/30（已成立4年）,2016/12/30,4,0.024522925,美國,股票型,小型股混合型,0.09(月均:0.03),1.74,月配,0.48,0.48,40.49,O_Shares U.S. Small-Cap Quality Dividend Index,道瓊指數
EFAD,ProShares MSCI歐澳遠東股利成長ETF,2014/08/19（已成立7年）,2014/8/21,6,0.022637827,全球,股票型,,0.09(月均:0.13),1.49,季配,0.5,0.5,37.05,MSCI EAFE Dividend Masters Index,道瓊全球指數
RYJ,Invesco Raymond James SB-1股權ETF,2006/05/19（已成立15年）,2006/5/19,14,0.006376892,美國,股票型,中型股成長型,-0.19(月均:-0.07),0.25,年配,0.75,0.76,56.39,Raymond James SB-1 Equity Index,Raymond James SB-1 Equity Index
OVB,Overlay Shares核心債券主動型ETF,2019/09/30（已成立1年）,2019/10/1,1,0,美國,債券型,,0.18(月均:0.08),3.92,季配,0.75,0.75,14.09,,Bloomberg Barclays US Aggregate Bond Index
GCOW,Pacer全球金牛股利ETF,2016/02/22（已成立5年）,2016/2/23,5,0.038134185,全球,股票型,,-0.27(月均:-0.25),3.97,季配,0.6,0.6,40.53,Pacer Global Cash Cows Dividend Index,道瓊全球指數
CWEB,Direxion每日兩倍做多滬深中國網路ETF,2016/11/02（已成立4年）,2016/11/10,4,0.007806814,大陸,做多型,大型股混合型,-0.04(月均:0.06),N/A,季配,0.75,1.3,74.76,CSI Overseas China Internet Index,CSI Overseas China Internet Index (USD)
FLCH,Franklin FTSE中國ETF,2017/11/02（已成立3年）,2017/11/6,3,0.013338237,大陸,股票型,大型股混合型,0.19(月均:0.46),0.78,半年配,0.19,0.19,29.2,FTSE China Capped Index,FTSE China 50 Index
DXD,ProShares二倍放空道瓊30指數ETF,2006/07/11（已成立15年）,2006/7/13,14,0.027384419,美國,反向型,,-0.09(月均:-0.02),0.33,季配,0.75,1.01,92.82,Dow Jones Industrial Average Index,Dow Jones Industrial Average
USXF,iShares ESG高級MSCI美國ETF,2020/06/16（已成立1年）,2020/6/18,0,0,美國,股票型,大型股混合型,-0.03(月均:0.05),N/A,,0.1,0.1,,MSCI USA Choice ESG Screened Index,道瓊指數
XSVM,Invesco標普小型股價值與動能組合ETF,2005/03/03（已成立16年）,2005/3/3,15,0.015124855,美國,股票型,小型股價值型,0.05(月均:0.01),1.02,季配,0.29,0.39,52.65,S&P 600 High Momentum Value Index,Dow Jones U.S. Small Cap Total Stock Market Index
SIXA,6 Meridian大型股主動型ETF,2020/05/11（已成立1年）,2020/5/11,0,0,美國,股票型,大型股混合型,0.48(月均:0.20),N/A,月配,0.61,0.82,,,Dow Jones U.S. Large Cap Total Stock Market Index
BTAL,AGFiQ美國市場中立逆Beta ETF,2011/09/13（已成立9年）,2011/9/13,9,0.003472577,美國,股票型,,-0.22(月均:0.10),N/A,年配,0.45,2.89,21.9,Dow Jones U.S. Thematic Market Neutral Anti-Beta Index,道瓊指數
AFIF,Anfield全球固定收益主動型ETF,2018/09/18（已成立2年）,2018/10/2,2,0.00634856,美國,債券型,,0.00(月均:0.01),1.06,月配,0.75,1.32,10.33,,Bloomberg Barclays US Aggregate Bond Index
QLV,FlexShares美國優質低波動指數ETF,2019/07/16（已成立2年）,2019/7/16,1,0,美國,股票型,大型股混合型,-0.03(月均:0.01),1.23,季配,0.22,0.23,35.22,Northern Trust Quality Low Volatility Index,SSGA US Large Cap Low Volatility Index
TPHD,Timothy Plan高股利股票ETF,2019/05/01（已成立2年）,2019/5/1,1,0,美國,股票型,,-0.04(月均:-0.02),2.08,月配,0.52,0.52,42.77,Victory US Large Cap High Dividend Volatility Weighted BRI Index,Victory US Large Cap High Dividend Volatility Weig
VRAI,Virtuss實物資產收益ETF,2019/02/07（已成立2年）,2019/2/8,2,0,美國,股票型,大型股混合型,-0.15(月均:-0.16),3.77,季配,0.55,0.55,58.14,Indxx Real Asset Income Index,道瓊全球指數
CVY,Invesco Zacks多重資產高收益ETF,2006/09/21（已成立14年）,2006/9/21,14,0.080333288,全球,固定收益,中型股價值型,-0.14(月均:-0.18),3.10,季配,0.5,0.94,56.13,Zacks Multi-Asset Income Index,Zacks Multi Asset Income Index
ESGA,American Century永續股票主動型ETF,2020/07/13（已成立1年）,2020/7/17,0,0,美國,股票型,大型股混合型,0.02(月均:0.09),N/A,季配,0.39,0.39,,,S&P500 (SPY.US)
OPER,ClearShares超短到期主動型ETF,2018/07/11（已成立3年）,2018/7/11,2,0.005844581,美國,債券型,,-0.01(月均:-0.01),0.56,月配,0.2,0.2,0.12,,Bloomberg Barclays U.S. Government/Credit Bond Ind
DBP,Invesco德銀貴金屬ETF,2007/01/05（已成立14年）,2007/1/5,14,0.01160942,美國,貴重金屬,,0.28(月均:-0.04),N/A,年配,0.75,0.78,27.54,DBIQ Optimum Yield Precious Metals Index Excess Return,道瓊指數
RVNU,Xtrackers MSCI市政基礎設施收益債券型ETF,2013/06/04（已成立8年）,2013/6/4,7,0.033081126,美國,市政債券,,0.29(月均:0.21),2.21,月配,0.15,0.15,12.74,Solactive Municipal Infrastructure Revenue Bond Index,OMRX Municipal Bond Index
RJI,ELEMENTS羅傑斯國際商品指數總回報ETN,2007/10/17,2007/10/19,13,0,美國,原物料,0,-0.18(月均:-0.03),0,0,0,0.75,0,0,0
IMTB,iShares核心5-10年期美元債券ETF,2016/11/01（已成立4年）,2016/11/7,4,0.031800497,全球,中期債券,,0.04(月均:0.06),2.44,月配,0.06,0.07,6.2,Bloomberg Barclays US Universal 5-10 Years Index,Bloomberg Barclays US Universal 5-10 Years Index
HTAB,Hartford Schroders稅收感知債券主動型ETF,2018/04/18（已成立3年）,2018/4/19,2,0.016155811,美國,市政債券,,-0.09(月均:-0.04),1.68,月配,0.39,0.39,9.62,,OMRX Municipal Bond Index
INDL,Direxion MSCI每日二倍做多印度ETF,2010/03/11（已成立11年）,2010/3/11,10,0.001854199,印度,做多型,,-0.14(月均:-0.02),N/A,季配,0.75,1.33,102.16,MSCI India Index,印度(INDA.US)
DBEM,Xtrackers MSCI新興市場匯率避險股票ETF,2011/06/09（已成立10年）,2011/6/9,9,0.01437711,新興市場,股票型,,-0.25(月均:-0.18),1.57,半年配,0.65,0.65,35.78,MSCI EM US Dollar Hedged Index,NASDAQ Emerging Markets Index
FLLV,Franklin Liberty美國低波動ETF,2016/09/20（已成立4年）,2016/9/22,4,0.016664068,美國,股票型,,0.09(月均:0.00),1.39,季配,0.29,0.53,35.99,Russell 1000 Index,道瓊指數
HYZD,WisdomTree利率避險高收益債券ETF,2013/12/18（已成立7年）,2013/12/18,7,0.063089811,美國,高收益債,,0.11(月均:0.03),4.92,月配,0.43,0.43,28.43,"WisdomTree U.S. High Yield Corporate Bond, Zero Duration Index",BofA Merrill Lynch U.S. High Yield Constrained Ind
PTIN,Pacer Trendpilot國際ETF,2019/05/02（已成立2年）,2019/5/6,1,0,全球,股票型,大型股混合型,0.64(月均:0.07),0.73,年配,0.65,0.65,17.37,Pacer Trendpilot International Index,Pacer Trendpilot International Index
GCC,WisdomTree增強型商品策略主動型ETF,2008/01/24（已成立13年）,2008/1/24,13,0,美國,期貨選擇權商品,,-0.04(月均:0.13),N/A,,0.55,0.55,24.4,,Bloomberg Barclays US Aggregate Bond Index
XLSR,SPDR SSGA美國類別輪動主動型ETF,2019/04/02（已成立2年）,2019/4/3,1,0,美國,股票型,大型股混合型,0.02(月均:0.01),1.21,季配,0.7,0.7,35.9,,S&P500 (SPY.US)
OCIO,ClearShares首席外包投資官主動型ETF,2017/06/27（已成立4年）,2017/6/29,3,0.015104397,全球,股票型,大型股混合型,0.03(月均:0.05),2.81,季配,0.55,0.68,27.16,,道瓊全球指數
RXL,ProShares二倍做多健康照護ETF,2007/01/30（已成立14年）,2007/2/1,14,0.007458199,美國,做多型,,-0.05(月均:-0.02),0.14,季配,0.75,1.05,68.37,Dow Jones U.S. Health Care Index,Dow Jones U.S. Health Care Index
FLMB,Franklin Liberty聯邦免稅債券主動型ETF,2017/08/31（已成立3年）,2017/9/5,3,0.023755742,美國,市政債券,,0.18(月均:0.11),2.04,月配,0.63,1,8.63,,OMRX Municipal Bond Index
BLES,Inspire全球希望ETF,2017/02/27（已成立4年）,2017/2/28,3,0.020066649,全球,股票型,大型股混合型,-0.13(月均:-0.08),1.34,季配,0.3,0.52,47.33,Inspire Global Hope Large Cap Equal Weight Index,道瓊全球指數
FIBR,iShares美國固定收益平衡風險因子ETF,2015/02/24（已成立6年）,2015/2/26,5,0.034197029,美國,固定收益,,-0.03(月均:0.00),2.29,月配,0.25,0.25,12.31,Bloomberg Barclays U.S. Fixed Income Balanced Risk Index,Bloomberg Barclays U.S. Fixed Income Balanced Risk
RBIN,Nationwide風險基礎國際股票ETF,2017/09/15（已成立3年）,2017/9/21,3,0.020634302,全球,股票型,大型股混合型,0.12(月均:0.13),1.77,年配,0.42,0.42,34.6,R Risk-Based International Index,道瓊全球指數
PPTY,美國多元房地產ETF,2018/03/26（已成立3年）,2018/3/27,2,0.019370348,美國,房地產,中型股混合型,0.42(月均:0.19),3.30,季配,0.53,0.53,50.28,USREX - U.S. Diversified Real Estate Index,U.S. Diversified Real Estate Index
DVOL,First Trust Dorsey Wright動能與低波動ETF,2018/09/05（已成立2年）,2018/10/18,2,0.004287128,美國,股票型,大型股混合型,-0.02(月均:-0.02),0.59,季配,0.6,0.6,34.97,Dorsey Wright Momentum Plus Low Volatility Index,Dorsey Wright Momentum Plus Low Vol TR Index
INKM,SPDR道富高收益主動型ETF,2012/04/25（已成立9年）,2012/4/26,8,0.046470467,全球,股票型,大型股混合型,0.03(月均:-0.02),3.82,季配,0.5,0.5,34.01,,道瓊全球指數
CALF,Pacer美國小型股金牛100 ETF,2017/06/16（已成立4年）,2017/6/19,3,0.01428725,美國,股票型,小型股成長型,0.00(月均:0.14),0.69,季配,0.59,0.59,46.87,Pacer US Small Cap Cash Cows Index,Pacer US Small Cap Cash Cows Total Return Index
IVAL,Alpha Architect國際定量價值ETF,2014/12/17（已成立6年）,2014/12/17,6,0.023517154,全球,股票型,大型股價值型,0.35(月均:0.13),1.99,季配,0.59,0.59,44.29,Alpha Architect International Quantitative Value Index,道瓊全球指數
WTMF,WisdomTree管理期貨策略主動型ETF,2011/01/05（已成立10年）,2011/1/5,10,0.02368852,美國,期貨選擇權商品,,0.07(月均:-0.05),0.44,年配,0.75,0.75,6.1,,Wisdom Tree Managed Futures Index
SGDJ,Sprott小型黃金礦業ETF,2015/03/31（已成立6年）,2015/3/31,5,0,北美,貴重金屬,小型股混合型,0.07(月均:-0.14),2.28,年配,0.35,0.94,63.51,Sprott Zacks Junior Gold Miners Index,Sprott Zacks Junior Gold Miners Index
IPKW,Invesco國際股票回購ETF,2014/02/27（已成立7年）,2014/2/27,6,0.026078475,全球,股票型,,0.01(月均:0.07),1.31,季配,0.55,0.55,48.66,NASDAQ International BuyBack Achievers Index,道瓊全球指數
GVAL,Cambria全球價值ETF,2014/03/12（已成立7年）,2014/3/12,6,0.024161095,全球,股票型,大型股混合型,-0.54(月均:-0.31),1.83,季配,0.59,0.69,45.91,Cambria Global Value Index,道瓊全球指數
SYLD,Cambria股東收益主動型ETF,2013/05/14（已成立8年）,2013/5/14,7,0.02559793,美國,股票型,大型股混合型,0.25(月均:0.23),1.60,季配,0.59,0.59,49.2,,S&P500 (SPY.US)
HSRT,Hartford短期存續期間主動型ETF,2018/05/30（已成立3年）,2018/5/31,2,0.019026812,美國,公司債券,,0.04(月均:0.05),2.83,月配,0.29,0.3,11.71,,ICE BofAML 1-5 Year US Corporate Index
PIN,Invesco印度ETF,2008/03/05（已成立13年）,2008/3/5,12,0.003338326,印度,股票型,,0.65(月均:0.33),0.68,季配,0.78,0.78,42.82,FTSE India Quality and Yield Select Index,印度(INDA.US)
COMB,GraniteShares彭博商品整體策略No K-1主動型ETF,2017/05/22（已成立4年）,2017/7/14,3,0.008857539,全球,期貨選擇權商品,,-0.02(月均:0.20),0.06,年配,0.25,0.25,25.07,,Dow Jones UBS Commodity Index Total Return Index
MXDU,Nationwide美國最大多元化核心股ETF,2017/09/15（已成立3年）,2017/9/19,3,0.01320572,美國,股票型,大型股混合型,0.05(月均:0.19),1.68,年配,0.34,0.34,41.08,TOBAM Maximum Diversification USA Index,Dow Jones U.S. Large Cap Total Stock Market Index
CPER,United States銅價指數ETF,2011/11/15（已成立9年）,2011/11/15,9,0,全球,期貨選擇權商品,,0.04(月均:0.21),N/A,,0.65,0.8,27.82,SummerHaven Copper Index Total Return,SummerHaven Copper Index Total Return
FUMB,First Trust超短期存續期間市政債券主動型ETF,2018/11/01（已成立2年）,2018/11/7,2,0.001533448,美國,市政債券,,-0.05(月均:0.05),0.89,月配,0.45,0.45,1.38,,OMRX Municipal Bond Index
RBUS,Nationwide風險基礎美國股票ETF,2017/09/15（已成立3年）,2017/9/19,3,0.01608081,美國,股票型,大型股混合型,0.00(月均:0.01),1.28,年配,0.3,0.3,39.22,R Risk-Based US Index,Dow Jones U.S. Large Cap Total Stock Market Index
KJAN,Innovator羅素2000動力緩衝ETF-1月,2020/01/01（已成立1年）,2020/1/2,1,0,美國,股票型,小型股混合型,0.40(月均:0.34),N/A,,0.79,0.79,30.23,Russell 2000 Index,RUSSELL 2000 INDEX
EWZS,iShares MSCI巴西小型股ETF,2010/09/28（已成立10年）,2010/9/29,10,0.04341284,巴西,股票型,小型股混合型,-0.52(月均:-0.21),1.17,半年配,0.59,0.59,79.72,MSCI Brazil Small Cap Index,NASDAQ Brazil Index
DBAW,Xtrackers MSCI全球(不含美國)避險股票型ETF,2014/01/23（已成立7年）,2014/1/27,7,0.043981192,全球,股票型,,0.64(月均:0.60),1.95,半年配,0.4,0.4,36.63,MSCI ACWI ex USA US Dollar Hedged Index,道瓊全球指數
GAMR,Wedbush ETFMG視頻遊戲科技ETF,2016/03/08（已成立5年）,2016/3/10,4,0.012337248,全球,資訊科技股,,-0.16(月均:-0.03),0.82,季配,0.75,0.75,39.78,EEFund Video Game Tech Index,道瓊全球指數
SPAK,Defiance特選世代SPAC衍生ETF,2020/09/30（已成立0年）,2020/10/1,0,0,美國,股票型,小型股成長型,0.09(月均:0.11),N/A,,0.45,0.45,,Indxx SPAC & NextGen IPO Index,道瓊指數
PZT,Invesco紐約最低稅賦豁免市政債券ETF,2007/10/11（已成立13年）,2007/10/11,13,0.052890348,美國,市政債券,,-0.31(月均:0.01),2.55,月配,0.28,0.28,21.06,ICE BofAML New York Long-Term Core Plus Municipal Securities Index,OMRX Municipal Bond Index
ZJPN,SPDR Solactive日本ETF,2014/06/11（已成立7年）,2014/6/12,6,0.020052043,日本,股票型,大型股混合型,-0.19(月均:0.19),1.62,半年配,0.2,0.2,30.58,Solactive GBS Japan Large & Mid Cap USD Index NTR,日經指數
WIZ,Alpha Architect Merlyn.AI鬥牛士熊鬥士ETF,2019/10/16（已成立1年）,2019/10/17,1,0,美國,股票型,,0.08(月均:-0.06),0.76,季配,0.95,1.22,41.25,MAI Bull-Rider Bear-Fighter Index,道瓊指數
RIGS,RiverFront策略收益主動型ETF,2013/10/06（已成立7年）,2013/10/9,7,0.04551164,美國,中期債券,,-0.18(月均:-0.14),3.40,月配,0.46,0.47,13.25,,Bloomberg Barclays US Aggregate Bond Index
BNDC,FlexShares核心精選債券主動型ETF,2016/11/18（已成立4年）,2016/12/13,4,0.043716827,美國,債券型,,0.23(月均:0.03),2.73,月配,0.35,0.58,12.95,,Bloomberg Barclays U.S. Government/Credit Bond Ind
VCEB,Vanguard ESG美國公司債券ETF,2020/09/22（已成立0年）,2020/9/24,0,0,美國,公司債券,,0.02(月均:0.21),N/A,,0.06,0.12,,Bloomberg Barclays MSCI US Corporate SRI Select Index,Bloomberg Barclays US Aggregate Bond Index
CIL,VictoryShares國際波動率加權ETF,2015/08/20（已成立6年）,2015/8/20,5,0.031410156,全球,股票型,大型股混合型,-0.39(月均:-0.12),1.70,月配,0.4,0.73,43.22,Nasdaq Victory International 500 Volatility Weighted Index,道瓊全球指數
RNRG,Global X可再生能源生產商ETF,2015/05/27（已成立6年）,2015/5/28,5,0.047130265,全球,新能源,,0.70(月均:0.40),2.67,季配,0.65,0.65,44.12,Indxx Renewable Energy Producers Index,道瓊全球指數
DUST,Direxion每日二倍放空黃金礦業指數ETF,2010/12/08（已成立10年）,2010/12/8,10,0.006303987,美國,反向型,,0.04(月均:-0.06),N/A,季配,0.75,1.07,87.21,NYSE Arca Gold Miners Index,NYSE Arca Gold Miners Index (NTR)
PSL,Invesco DWA必需性消費動能組合ETF,2006/10/12（已成立14年）,2006/10/12,14,0.018203689,美國,必需性消費股,,0.01(月均:0.06),0.75,季配,0.5,0.71,40.43,DWA Consumer Staples Technical Leaders Index,Dynamic Consumer Staples Intellidex Index
PAUG,Innovator標普500動力緩衝ETF-8月,2019/08/01（已成立2年）,2019/8/6,1,0,美國,股票型,,-0.16(月均:-0.15),N/A,,0.79,0.79,20.16,S&P 500 Price Return Index,S&P500 (SPY.US)
BJK,VanEck Vectors博奕ETF,2008/01/22（已成立13年）,2008/1/24,13,0.033728372,全球,股票型,,0.76(月均:0.56),0.43,年配,0.5,0.91,68.26,MVIS Global Gaming Index,道瓊全球指數
